idacr	leader	plad_id	archigos_id	startdate	enddate	startyear	endyear	adm0	adm1	adm2	country	continent	latitude	longitude	geoname	geo_precision	foreign_leader	ethnicity1	ethnicity2	ethnicity_geoepr1	ethnicity_geoepr2	ethnicitysource1	ethnicitysource2	ethnicity_precision	entry	exit	gender	yrborn	birthdate	uid	id_0	id_1	id_2	gid_0	gid_1	gid_2	edu_name	edu_r	birthplace_comment_external	ethnicity_comment_external
"ISR"	"Olmert"	"ISR_2006_1"	"82548bfe-1e42-11e4-b4cd-db5882bf8def"	2006-01-04	2009-03-31	2006.0	2009.0	"Israel"	"Haifa"	"."	"Israel"	"Asia"	32.51824	34.95398	"Binyamina-Giv'at Ada"	1	"0"	"Jew"	"."	"Ashkenazim (Jewish)"	"."	"https://web.archive.org/web/20070817060550/http://www.israelemb.org/articles/2006/May/2006052400.htm"	"https://ethnicelebs.com/ehud-olmert"	1	"Regular"	"Regular"	"M"	1928	1928-02-26	"127339"	"111"	"3"	"."	"ISR"	"ISR.3_1"	"."	"."	6	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"ISR"	"Netanyahu"	"ISR_2009_1"	"82411722-1e42-11e4-b4cd-db5882bf8def"	2009-03-31	2021-06-13	2009.0	2021.0	"Israel"	"Tel Aviv"	"."	"Israel"	"Asia"	32.08088	34.78057	"Tel-Aviv"	1	"0"	"Jew"	"."	"Ashkenazim (Jewish)"	"."	"https://www.ynetnews.com/articles/0,7340,L-4807687,00.html"	"https://www.timesofisrael.com/netanyahu-reveals-roots-go-back-to-spain/"	2	"Regular"	"Regular"	"M"	1949	1949-10-21	"127694"	"111"	"7"	"."	"ISR"	"ISR.7_1"	"."	"Master��s degree in business administration"	7	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"ISR"	"Yair Lapid"	"ISR_2021_1"	"."	2021-06-13	2022-06-30	2021.0	2022.0	"Israel"	"Tel Aviv"	"."	"Israel"	"Asia"	32.08088	34.78057	"Tel-Aviv"	1	"0"	"Jew"	"."	"Ashkenazim (Jewish)"	"."	"https://en.wikipedia.org/wiki/Yair_Lapid"	"."	3	"Regular"	"Regular"	"M"	1963	1963-11-05	"."	"."	"."	"."	"ISR"	"ISR.7_1"	"."	"."	4	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"ISR"	"Naftali Bennett"	"ISR_2022_1"	"."	2022-06-30	2022-12-29	2022.0	2022.0	"Israel"	"Haifa"	"."	"Israel"	"Asia"	32.82	34.99	"Haifa"	1	"0"	"Jew"	"."	"Ashkenazim (Jewish)"	"."	"https://www.jewishvirtuallibrary.org/naftali-bennett"	"https://ethnicelebs.com/naftali-bennett"	1	"Regular"	"Regular"	"M"	1972	1972-03-25	"."	"."	"."	"."	"ISR"	"ISR.3_1"	"."	"Bachelor's in Law"	6	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"ISR"	"Netanyahu"	"ISR_2022_2"	"."	2022-12-29	2023-12-31	2022.0	2023.0	"Israel"	"Tel Aviv"	"."	"Israel"	"Asia"	32.08088	34.78057	"Tel-Aviv"	1	"0"	"Jew"	"."	"Ashkenazim (Jewish)"	"."	"https://www.haaretz.com/.premium-my-wannabe-ashkenazi-mother-1.5275471"	"http://ethnicelebs.com/shimon-peres"	1	"Regular"	"Still in Office"	"M"	1949	1949-10-21	"."	"."	"."	"."	"ISR"	"ISR.7_1"	"."	"Master��s degree in business administration"	7	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"ITA"	"Andreotti"	"ITA_1989_1"	"82196a11-1e42-11e4-b4cd-db5882bf8def"	1989-07-23	1992-06-28	1989.0	1992.0	"Italy"	"Lazio"	"Roma"	"Italy"	"Europe"	41.9	12.5	"Rome"	1	"0"	"Italian"	"."	"Italians"	"."	"https://web.archive.org/web/20041226015852/http://www.degasperi.net/scheda_fonti.php?id_obj=2890&obj_type=f12&parent_cat="	"https://www.geni.com/people/Giulio-Andreotti/6000000046428201987"	2	"Regular"	"Regular"	"M"	1919	1919-01-15	"108289"	"112"	"8"	"39"	"ITA"	"ITA.8_1"	"ITA.8.4_1"	"PhD in law"	8	"."	"."
"ITA"	"Amato"	"ITA_1992_1"	"82199ae6-1e42-11e4-b4cd-db5882bf8def"	1992-06-28	1993-04-29	1992.0	1993.0	"Italy"	"Piemonte"	"Torino"	"Italy"	"Europe"	45.066666	7.7	"Piedmont"	1	"0"	"Italian"	"."	"Italians"	"."	"http://www.italyonthisday.com/2018/05/giuliano-amato-politician-Italian-prime-minister.html"	"https://prabook.com/web/giuliano.amato/724854"	2	"Regular"	"Regular"	"M"	1938	1938-05-13	"92699"	"112"	"13"	"69"	"ITA"	"ITA.13_1"	"ITA.13.6_1"	"PhD in law"	8	"."	"."
"ITA"	"Ciampi"	"ITA_1993_1"	"82199ae7-1e42-11e4-b4cd-db5882bf8def"	1993-04-29	1994-05-11	1993.0	1994.0	"Italy"	"Toscana"	"Livorno"	"Italy"	"Europe"	43.55	10.316667	"Livorno"	1	"0"	"Italian"	"."	"Italians"	"."	"https://www.nytimes.com/2016/09/18/world/europe/carlo-azeglio-ciampi-dead.html"	"https://www.businessinsider.com/ap-former-italian-president-and-premier-ciampi-dies-at-95-2016-9?IR=T"	3	"Regular"	"Regular"	"M"	1920	1920-12-09	"101467"	"112"	"16"	"92"	"ITA"	"ITA.16_1"	"ITA.16.4_1"	"."	7	"."	"."
"ITA"	"Berlusconi"	"ITA_1994_1"	"8219cbb6-1e42-11e4-b4cd-db5882bf8def"	1994-05-11	1995-01-17	1994.0	1995.0	"Italy"	"Lombardia"	"Milano"	"Italy"	"Europe"	45.466667	9.183333	"Milan"	1	"0"	"Italian"	"."	"Italians"	"."	"https://www.welt.de/newsticker/dpa_nt/infoline_nt/thema_nt/article13706009/Steckbrief-Silvio-Berlusconi-der-Cavaliere.html"	"http://www.lessentiel.lu/de/news/story/jetzt-reicht-es-mit-den-ohrfeigen-14404276"	3	"Regular"	"Regular"	"M"	1936	1936-09-29	"89699"	"112"	"10"	"52"	"ITA"	"ITA.10_1"	"ITA.10.8_1"	"Degree in law (licencia)"	6	"."	"."
"ITA"	"Dini"	"ITA_1995_1"	"8219cbb7-1e42-11e4-b4cd-db5882bf8def"	1995-01-17	1996-05-18	1995.0	1996.0	"Italy"	"Toscana"	"Florence"	"Italy"	"Europe"	43.783333	11.25	"Florence"	3	"0"	"Italian"	"."	"Italians"	"."	"https://www.geni.com/people/Lamberto-Dini/6000000047337474106"	"https://www.tampabay.com/archive/1995/03/17/italian-leader-wins-vote-of-confidence/"	3	"Regular"	"Regular"	"M"	1931	1931-03-01	"100178"	"112"	"16"	"90"	"ITA"	"ITA.16_1"	"ITA.16.2_1"	"."	7	"."	"Assessment of ethnicity is based on nationality/skin color."
"ITA"	"Prodi"	"ITA_1996_1"	"35aed4f8-3bbd-11e5-afeb-eb6f07f9fec7"	1996-05-18	1998-10-21	1996.0	1998.0	"Italy"	"Emilia-Romagna"	"Reggio Nell'Emilia"	"Italy"	"Europe"	44.59722	10.691667	"Scandiano"	1	"0"	"Italian"	"."	"Italians"	"."	"https://www.geni.com/people/Mario-Prodi/6000000068367670906"	"http://www-history.mcs.st-and.ac.uk/Biographies/Prodi.html"	3	"Regular"	"Regular"	"M"	1939	1939-08-09	"96021"	"112"	"6"	"30"	"ITA"	"ITA.6_1"	"ITA.6.8_1"	"PhD in economics"	8	"."	"."
"ITA"	"D'Alema"	"ITA_1998_1"	"8219cbb9-1e42-11e4-b4cd-db5882bf8def"	1998-10-21	2000-04-26	1998.0	2000.0	"Italy"	"Lazio"	"Roma"	"Italy"	"Europe"	41.89193	12.51133	"Rome"	1	"0"	"Italian"	"."	"Italians"	"."	"https://www.wsws.org/en/articles/2000/04/ital-a21.html"	"https://www.hurriyet.com.tr/gundem/italian-foreign-minister-dalema-expresses-support-for-turkeys-eu-quest-5237062"	3	"Regular"	"Regular"	"M"	1949	1949-04-20	"108289"	"112"	"8"	"39"	"ITA"	"ITA.8_1"	"ITA.8.4_1"	"."	6	"."	"Assessment of ethnicity is based on nationality/skin color."
"ITA"	"Amato"	"ITA_2000_1"	"82199ae6-1e42-11e4-b4cd-db5882bf8def"	2000-04-26	2001-06-11	2000.0	2001.0	"Italy"	"Piemonte"	"Torino"	"Italy"	"Europe"	45.066666	7.7	"Piedmont"	1	"0"	"Italian"	"."	"Italians"	"."	"http://www.italyonthisday.com/2018/05/giuliano-amato-politician-Italian-prime-minister.html"	"https://prabook.com/web/giuliano.amato/724854"	2	"Regular"	"Regular"	"M"	1938	1938-05-13	"92699"	"112"	"13"	"69"	"ITA"	"ITA.13_1"	"ITA.13.6_1"	"PhD in law"	8	"."	"."
"ITA"	"Berlusconi"	"ITA_2001_1"	"8219cbb6-1e42-11e4-b4cd-db5882bf8def"	2001-06-11	2006-05-17	2001.0	2006.0	"Italy"	"Lombardia"	"Milano"	"Italy"	"Europe"	45.466667	9.183333	"Milan"	1	"0"	"Italian"	"."	"Italians"	"."	"https://www.welt.de/newsticker/dpa_nt/infoline_nt/thema_nt/article13706009/Steckbrief-Silvio-Berlusconi-der-Cavaliere.html"	"http://www.lessentiel.lu/de/news/story/jetzt-reicht-es-mit-den-ohrfeigen-14404276"	3	"Regular"	"Regular"	"M"	1936	1936-09-29	"89699"	"112"	"10"	"52"	"ITA"	"ITA.10_1"	"ITA.10.8_1"	"Degree in law (licencia)"	6	"."	"."
"ITA"	"Prodi"	"ITA_2006_1"	"35aed4f8-3bbd-11e5-afeb-eb6f07f9fec7"	2006-05-17	2008-05-08	2006.0	2008.0	"Italy"	"Emilia-Romagna"	"Reggio Nell'Emilia"	"Italy"	"Europe"	44.59722	10.691667	"Scandiano"	1	"0"	"Italian"	"."	"Italians"	"."	"https://www.geni.com/people/Mario-Prodi/6000000068367670906"	"http://www-history.mcs.st-and.ac.uk/Biographies/Prodi.html"	3	"Regular"	"Regular"	"M"	1939	1939-08-09	"96021"	"112"	"6"	"30"	"ITA"	"ITA.6_1"	"ITA.6.8_1"	"PhD in economics"	8	"."	"."
"ITA"	"Berlusconi"	"ITA_2008_1"	"8219cbb6-1e42-11e4-b4cd-db5882bf8def"	2008-05-08	2011-11-16	2008.0	2011.0	"Italy"	"Lombardia"	"Milano"	"Italy"	"Europe"	45.466667	9.183333	"Milan"	1	"0"	"Italian"	"."	"Italians"	"."	"https://www.welt.de/newsticker/dpa_nt/infoline_nt/thema_nt/article13706009/Steckbrief-Silvio-Berlusconi-der-Cavaliere.html"	"http://www.lessentiel.lu/de/news/story/jetzt-reicht-es-mit-den-ohrfeigen-14404276"	3	"Regular"	"Regular"	"M"	1936	1936-09-29	"89699"	"112"	"10"	"52"	"ITA"	"ITA.10_1"	"ITA.10.8_1"	"Degree in law (licencia)"	6	"."	"."
"ITA"	"Monti"	"ITA_2011_1"	"8251e055-1e42-11e4-b4cd-db5882bf8def"	2011-11-16	2013-04-28	2011.0	2013.0	"Italy"	"Lombardia"	"Varese"	"Italy"	"Europe"	45.816666	8.833333	"Varese"	3	"0"	"Italian"	"."	"Italians"	"."	"https://www.repubblica.it/politica/2011/11/09/news/mario_monti_nominato_senatore_a_vita_la_mossa_del_colle_nei_giorni_della_crisi-24745975/"	"https://www.lanacion.com.ar/el-mundo/mario-monti-el-sucesor-de-berlusconi-es-hijo-de-un-argentino-nid1423104"	2	"Regular"	"Regular"	"M"	1943	1943-03-19	"86658"	"112"	"10"	"56"	"ITA"	"ITA.10_1"	"ITA.10.12_1"	"."	8	"."	"."
"ITA"	"Letta"	"ITA_2013_1"	"2b37a458-3481-11e4-8dba-bbcd9ed46413"	2013-04-28	2014-02-22	2013.0	2014.0	"Italy"	"Toscana"	"Pisa"	"Italy"	"Europe"	43.716667	10.4	"Pisa"	1	"0"	"Italian"	"."	"Italians"	"."	"https://rp-online.de/politik/ausland/enrico-letta-italiens-neuer-ministerpraesident_bid-8959936"	"https://edition.cnn.com/2013/08/03/world/europe/enrico-letta-fast-facts/index.html"	3	"Regular"	"Regular"	"M"	1966	1966-08-20	"100622"	"112"	"16"	"95"	"ITA"	"ITA.16_1"	"ITA.16.7_1"	"PhD in european law"	8	"."	"."
"ITA"	"Renzi"	"ITA_2014_1"	"149e63e6-aae0-11e4-b3bc-29f2fa19767e"	2014-02-22	2016-12-12	2014.0	2016.0	"Italy"	"Toscana"	"Florence"	"Italy"	"Europe"	43.783333	11.25	"Florence"	1	"0"	"Italian"	"."	"Italians"	"."	"https://www.ilfattoquotidiano.it/2012/10/08/sistema-renzi-amici-famiglia-potere-ma-ce-fascicolo-sulluso-dei-fondi-pubblici/375926/"	"https://www.thefamouspeople.com/profiles/matteo-renzi-6885.php"	1	"Regular"	"Regular"	"M"	1975	1975-01-11	"100178"	"112"	"16"	"90"	"ITA"	"ITA.16_1"	"ITA.16.2_1"	"Degree in law"	7	"."	"."
"ITA"	"Gentiloni"	"ITA_2016_1"	"."	2016-12-12	2018-06-01	2016.0	2018.0	"Italy"	"Lazio"	"Roma"	"Italy"	"Europe"	41.89193	12.51133	"Rome, Lazio"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1954	1954-11-22	"108289"	"112"	"8"	"39"	"ITA"	"ITA.8_1"	"ITA.8.4_1"	"Master��s degree (laurea) in political science"	7	"."	"."
"ITA"	"Conte"	"ITA_2018_1"	"."	2018-06-01	2021-02-13	2018.0	2021.0	"Italy"	"Apulia"	"Foggia"	"Italy"	"Europe"	41.49603	15.05224	"Volturara Appula"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1964	1964-08-08	"111251"	"112"	"2"	"8"	"ITA"	"ITA.2_1"	"ITA.2.4_1"	"Degree in law"	7	"."	"."
"ITA"	"Draghi"	"ITA_2021_1"	"."	2021-02-13	2022-10-22	2021.0	2022.0	"Italy"	"Lazio"	"Roma"	"Italy"	"Europe"	41.89193	12.51133	"Rome"	1	"0"	"Italian"	"."	"Italians"	"."	"https://ethnicelebs.com/mario-draghi"	"https://www.britannica.com/biography/Mario-Draghi"	1	"Regular"	"Regular"	"M"	1947	1947-09-03	"."	"."	"."	"."	"ITA"	"ITA.8_1"	"ITA.8.4_1"	"PhD Economics"	8	"."	"."
"ITA"	"Giorgia Meloni"	"ITA_2022_1"	"."	2022-10-22	2023-12-31	2022.0	2023.0	"Italy"	"Lazio"	"Roma"	"Italy"	"Europe"	41.89193	12.51133	"Rome"	1	"0"	"Italian"	"."	"Italians"	"."	"https://ethnicelebs.com/giorgia-meloni"	"https://www.britannica.com/biography/Giorgia-Meloni"	1	"Regular"	"Still in Office"	"F"	1977	1977-01-15	"."	"."	"."	"."	"ITA"	"ITA.8_1"	"ITA.8.4_1"	"."	4	"."	"."
"JAM"	"Manley"	"JAM_1989_1"	"81e30cec-1e42-11e4-b4cd-db5882bf8def"	1989-02-10	1992-03-30	1989.0	1992.0	"Jamaica"	"Saint Andrew"	"."	"Jamaica"	"Americas"	18.06667	-76.75	"Saint Andrew"	4	"0"	"White"	"."	"."	"."	"https://en.wikipedia.org/wiki/Michael_Manley"	"."	3	"Regular"	"Retired Due to Ill Health"	"M"	1924	1924-12-10	"."	"113"	"6"	"."	"JAM"	"JAM.6_1"	"."	"Degree from London School of Economics"	6	"."	"."
"JAM"	"Patterson"	"JAM_1992_1"	"81e33dbd-1e42-11e4-b4cd-db5882bf8def"	1992-03-30	2006-03-30	1992.0	2006.0	"Jamaica"	"Hanover"	"."	"Jamaica"	"Americas"	18.41667	-78.13333	"Hanover"	3	"0"	"Black"	"."	"Jamaicans"	"."	"https://en.wikipedia.org/wiki/P._J._Patterson"	"."	3	"Regular"	"Regular"	"M"	1935		"11501"	"113"	"2"	"."	"JAM"	"JAM.2_1"	"."	"."	7	"."	"."
"JAM"	"Simpson-Miller"	"JAM_2006_1"	"2b37a44f-3481-11e4-8dba-bbcd9ed46413"	2006-03-30	2007-09-11	2006.0	2007.0	"Jamaica"	"Saint Catherine"	"."	"Jamaica"	"Americas"	17.95	-77.11667	"Wood Hall"	1	"0"	"Black"	"."	"Jamaicans"	"."	"https://en.wikipedia.org/wiki/Portia_Simpson-Miller"	"."	3	"Regular"	"Regular"	"F"	1945	1945-12-12	"11577"	"113"	"8"	"."	"JAM"	"JAM.8_1"	"."	"Certificates in public relations and advanced management"	6	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"JAM"	"Golding"	"JAM_2007_1"	"825028d2-1e42-11e4-b4cd-db5882bf8def"	2007-09-11	2011-10-23	2007.0	2011.0	"Jamaica"	"Clarendon"	"."	"Jamaica"	"Americas"	18.08333	-77.26667	"Chapelton"	1	"0"	"White"	"."	"Jamaicans"	"."	"https://en.wikipedia.org/wiki/Bruce_Golding"	"."	3	"Regular"	"Regular"	"M"	1947		"11663"	"113"	"1"	"."	"JAM"	"JAM.1_1"	"."	"."	6	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"JAM"	"Andrew Holness"	"JAM_2011_1"	"825028d3-1e42-11e4-b4cd-db5882bf8def"	2011-10-23	2012-01-05	2011.0	2012.0	"Jamaica"	"Saint Catherine"	"."	"Jamaica"	"Americas"	17.99107	-76.95742	"Spanish Town"	1	"0"	"."	"."	"Jamaicans"	"."	"https://en.wikipedia.org/wiki/Andrew_Holness"	"."	3	"Regular"	"Regular"	"M"	1972	1972-07-22	"11577"	"113"	"8"	"."	"JAM"	"JAM.8_1"	"."	"Master��s degree in development studies"	7	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"JAM"	"Simpson-Miller"	"JAM_2012_1"	"2b37a44f-3481-11e4-8dba-bbcd9ed46413"	2012-01-05	2016-03-03	2012.0	2016.0	"Jamaica"	"Saint Catherine"	"."	"Jamaica"	"Americas"	17.95	-77.11667	"Wood Hall"	1	"0"	"Black"	"."	"Jamaicans"	"."	"https://en.wikipedia.org/wiki/Portia_Simpson-Miller"	"."	3	"Regular"	"Regular"	"F"	1945	1945-12-12	"11577"	"113"	"8"	"."	"JAM"	"JAM.8_1"	"."	"Certificates in public relations and advanced management"	6	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"JAM"	"Andrew Holness"	"JAM_2016_1"	"."	2016-03-03	2023-12-31	2016.0	2023.0	"Jamaica"	"Saint Catherine"	"."	"Jamaica"	"Americas"	17.99107	-76.95742	"Spanish Town"	1	"0"	"."	"."	"Jamaicans"	"."	"https://en.wikipedia.org/wiki/Andrew_Holness"	"."	3	"Regular"	"Still in Office"	"M"	1972	1972-07-22	"11577"	"113"	"8"	"."	"JAM"	"JAM.8_1"	"."	"Master��s degree in development studies"	7	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"JOR"	"Hussein Ibn Talal El-Hashim"	"JOR_1952_1"	"824053c8-1e42-11e4-b4cd-db5882bf8def"	1952-08-11	1999-02-07	1952.0	1999.0	"Jordan"	"Amman"	"Amman"	"Jordan"	"Asia"	31.95522	35.94503	"Amman"	1	"0"	"Arab"	"."	"Jordanian Arabs"	"."	"https://www.economist.com/obituary/1999/02/11/king-hussein"	"http://www.kinghussein.gov.jo/hash_intro.html"	2	"Regular"	"Natural Death"	"M"	1935	1935-11-14	"127779"	"116"	"2"	"3"	"JOR"	"JOR.2_1"	"JOR.2.1_1"	"."	5	"."	"."
"JOR"	"Abdullah Ibn Hussein El-Hashimi"	"JOR_1999_1"	"8240849a-1e42-11e4-b4cd-db5882bf8def"	1999-02-07	2023-12-31	1999.0	2023.0	"Jordan"	"Amman"	"Amman"	"Jordan"	"Asia"	31.95522	35.94503	"Amman"	1	"0"	"Arab"	"."	"Jordanian Arabs"	"."	"http://www.kinghussein.gov.jo/hash_intro.html"	"https://www.geni.com/people/Abdullah-II-bin-al-Hussein-King-of-Jordan/6000000012534792374"	2	"Regular"	"Still in Office"	"M"	1962	1962-01-30	"127779"	"116"	"2"	"3"	"JOR"	"JOR.2_1"	"JOR.2.1_1"	"."	7	"."	"."
"JPN"	"Kaifu"	"JPN_1989_2"	"824731bf-1e42-11e4-b4cd-db5882bf8def"	1989-08-09	1991-11-06	1989.0	1991.0	"Japan"	"Aichi"	"Nagoya"	"Japan"	"Asia"	35.18147	136.9064	"Nagoya"	1	"0"	"Japanese"	"."	"Japanese"	"."	"https://www.nytimes.com/1989/08/09/world/man-in-the-news-toshiki-kaifu-japan-s-troubled-successor.html"	"."	2	"Regular"	"Regular"	"M"	1931	1931-01-02	"184278"	"114"	"1"	"36"	"JPN"	"JPN.1_1"	"JPN.1.36_1"	"."	6	"."	"."
"JPN"	"Miyazawa"	"JPN_1991_1"	"824731c0-1e42-11e4-b4cd-db5882bf8def"	1991-11-06	1993-08-09	1991.0	1993.0	"Japan"	"Hiroshima"	"Fukuyama"	"Japan"	"Asia"	34.48333	133.36667	"Fukuyama"	1	"0"	"Japanese"	"."	"Japanese"	"."	"https://www.theguardian.com/news/2007/jun/30/guardianobituaries.japan"	"."	3	"Regular"	"Regular"	"M"	1919	1919-10-08	"184741"	"114"	"11"	"435"	"JPN"	"JPN.11_1"	"JPN.11.6_1"	"."	6	"."	"."
"JPN"	"Hosokawa"	"JPN_1993_1"	"824731c1-1e42-11e4-b4cd-db5882bf8def"	1993-08-09	1994-04-25	1993.0	1994.0	"Japan"	"Tokyo"	"Nakano"	"Japan"	"Asia"	35.6895	139.69171	"Tokyo"	1	"0"	"Japanese"	"."	"Japanese"	"."	"https://reichsarchiv.jp/%e5%ae%b6%e7%b3%bb%e3%83%aa%e3%82%b9%e3%83%88/%e7%b4%b0%e5%b7%9d%e6%b0%8f%ef%bc%88%e8%82%a5%e5%be%8c%e7%86%8a%e6%9c%ac%e8%97%a9%e4%b8%bb%e5%ae%b6%ef%bc%89#moritat"	"https://en.wikipedia.org/wiki/Morihiro_Hosokawa"	2	"Regular"	"Regular"	"M"	1938	1938-01-14	"183839"	"114"	"41"	"1651"	"JPN"	"JPN.41_1"	"JPN.41.38_1"	"Bachelor��s degree in law"	6	"."	"."
"JPN"	"Hata"	"JPN_1994_1"	"824731c2-1e42-11e4-b4cd-db5882bf8def"	1994-04-25	1994-06-29	1994.0	1994.0	"Japan"	"Tokyo"	"Nakano"	"Japan"	"Asia"	35.6895	139.69171	"Tokyo"	1	"0"	"Japanese"	"."	"Japanese"	"."	"https://prabook.com/web/tsutomu.hata/202851"	"https://www.britannica.com/biography/Hata-Tsutomu"	2	"Regular"	"Regular"	"M"	1935	1935-08-24	"183839"	"114"	"41"	"1651"	"JPN"	"JPN.41_1"	"JPN.41.38_1"	"Degree in economics"	6	"."	"."
"JPN"	"Murayama"	"JPN_1994_2"	"824731c3-1e42-11e4-b4cd-db5882bf8def"	1994-06-29	1996-01-11	1994.0	1996.0	"Japan"	"Oita"	"Oita"	"Japan"	"Asia"	33.23333	131.6	"?ita"	1	"0"	"Japanese"	"."	"Japanese"	"."	"https://web.archive.org/web/20121105052954/http://www.highbeam.com/doc/1P2-4660644.html"	"https://notices.californiatimes.com/gdpr/latimes.com/"	2	"Regular"	"Regular"	"M"	1924		"185180"	"114"	"30"	"1255"	"JPN"	"JPN.30_1"	"JPN.30.12_1"	"."	6	"."	"."
"JPN"	"Hashimoto"	"JPN_1996_1"	"82476292-1e42-11e4-b4cd-db5882bf8def"	1996-01-11	1998-07-30	1996.0	1998.0	"Japan"	"Okayama"	"Soja"	"Japan"	"Asia"	34.67534	133.75092	"Soja"	1	"0"	"Japanese"	"."	"Japanese"	"."	"https://www.britannica.com/biography/Hashimoto-Ryutaro"	"."	2	"Regular"	"Regular"	"M"	1937	1937-07-29	"184506"	"114"	"31"	"1285"	"JPN"	"JPN.31_1"	"JPN.31.24_1"	"."	6	"."	"."
"JPN"	"Obuchi"	"JPN_1998_1"	"82476293-1e42-11e4-b4cd-db5882bf8def"	1998-07-30	2000-04-02	1998.0	2000.0	"Japan"	"Gunma"	"Nakanojo"	"Japan"	"Asia"	36.58717	138.84084	"Nakanoj?"	1	"0"	"Japanese"	"."	"Japanese"	"."	"https://www.economist.com/obituary/2000/05/18/keizo-obuchi"	"https://www.japantimes.co.jp/news/2000/06/26/national/obuchis-daughter-on-course-to-take-fathers-seat/#.XMGh18TgpaQ"	3	"Regular"	"Retired Due to Ill Health"	"M"	1937	1937-06-23	"183277"	"114"	"10"	"411"	"JPN"	"JPN.10_1"	"JPN.10.20_1"	"."	6	"."	"."
"JPN"	"Mikio Aoki"	"JPN_2000_1"	"82476294-1e42-11e4-b4cd-db5882bf8def"	2000-04-02	2000-04-05	2000.0	2000.0	"Japan"	"Shimane"	"Izumo"	"Japan"	"Asia"	35.40761	132.67552	"Taisha"	1	"0"	"Japanese"	"."	"Japanese"	"."	"https://prabook.com/web/mikio.aoki/2595302"	"."	3	"Regular"	"Regular"	"M"	1934		"183979"	"114"	"37"	"1501"	"JPN"	"JPN.37_1"	"JPN.37.8_1"	"."		"."	"."
"JPN"	"Yoshiro Mori"	"JPN_2000_2"	"82476295-1e42-11e4-b4cd-db5882bf8def"	2000-04-05	2001-04-26	2000.0	2001.0	"Japan"	"Ishikawa"	"Nomi"	"Japan"	"Asia"	36.43593	136.54456	"Nomi"	1	"0"	"Japanese"	"."	"Japanese"	"."	"http://wesclark.com/rrr/famous.html"	"http://ethnicelebs.com/yoshiro-mori"	2	"Regular"	"Regular"	"M"	1937		"183392"	"114"	"15"	"730"	"JPN"	"JPN.15_1"	"JPN.15.12_1"	"."	6	"."	"."
"JPN"	"Junichiro Koizumi"	"JPN_2001_1"	"82476296-1e42-11e4-b4cd-db5882bf8def"	2001-04-26	2006-09-26	2001.0	2006.0	"Japan"	"Kanagawa"	"Yokosuka"	"Japan"	"Asia"	35.28361	139.66722	"Yokosuka"	1	"0"	"Japanese"	"."	"Japanese"	"."	"http://ethnicelebs.com/junichiro-koizumi"	"."	2	"Regular"	"Regular"	"M"	1942	1942-01-08	"184132"	"114"	"19"	"862"	"JPN"	"JPN.19_1"	"JPN.19.30_1"	"."	7	"."	"."
"JPN"	"Shinzo Abe"	"JPN_2006_1"	"364a2a98-3bbd-11e5-afeb-eb6f07f9fec7"	2006-09-26	2007-09-26	2006.0	2007.0	"Japan"	"Tokyo"	"Nakano"	"Japan"	"Asia"	35.6895	139.69171	"Tokyo"	1	"0"	"Japanese"	"."	"Japanese"	"."	"https://www.britannica.com/biography/Abe-Shinzo"	"."	2	"Regular"	"Regular"	"M"	1954	1954-09-21	"183839"	"114"	"41"	"1651"	"JPN"	"JPN.41_1"	"JPN.41.38_1"	"Bachelor��s degree in political science"	6	"."	"."
"JPN"	"Yasuo Fukuda"	"JPN_2007_1"	"8254eda8-1e42-11e4-b4cd-db5882bf8def"	2007-09-26	2008-09-24	2007.0	2008.0	"Japan"	"Gunma"	"Takasaki"	"Japan"	"Asia"	36.33333	139.01666	"Takasaki"	1	"0"	"Japanese"	"."	"Japanese"	"."	"https://www.zeit.de/online/2007/39/japan-fukuda-premier"	"https://www.theguardian.com/world/2007/sep/25/japan2"	2	"Regular"	"Regular"	"M"	1936	1936-07-16	"183384"	"114"	"10"	"421"	"JPN"	"JPN.10_1"	"JPN.10.30_1"	"."	6	"."	"."
"JPN"	"Taro Aso"	"JPN_2008_1"	"8254eda9-1e42-11e4-b4cd-db5882bf8def"	2008-09-24	2009-09-16	2008.0	2009.0	"Japan"	"Fukuoka"	"Iizuka"	"Japan"	"Asia"	33.63654	130.68678	"Iizuka"	1	"0"	"Japanese"	"."	"Japanese"	"."	"https://www.telegraph.co.uk/news/worldnews/asia/japan/3836711/Japanese-PM-Taro-Asos-family-business-used-British-PoWs.html"	"https://www.japantimes.co.jp/news/2013/01/22/reference/the-blunt-blue-blooded-aso-is-back/"	1	"Regular"	"Regular"	"M"	1940	1940-09-20	"185009"	"114"	"7"	"238"	"JPN"	"JPN.7_1"	"JPN.7.16_1"	"."	7	"."	"."
